step,abs_x,loss,v,g_sq,coupling_ratio
1900.0,1.9012329550927905e-08,3.266490074308502e-32,1.3921185250521574e-37,4.998314427565052e-50,2785175973273.7207
2000.0,9.069726778937024e-09,1.6916745903278437e-33,9.816825668457254e-41,7.350428065837692e-50,1335544757.4655612
2100.0,0.00010590420446417756,3.144798455647294e-17,1.9107254046952103e-23,8.680068493591911e-45,2.2012791789670894e+21
2200.0,2.806779771452922e-05,1.5515770967977822e-19,5.784873166366192e-26,9.371597950976343e-27,6.172771385016062
2300.0,1.1840073390734308e-05,4.913122426730227e-21,5.987780807763605e-29,1.9029920514890745e-29,3.146508574787908
2400.0,4.871169105130922e-05,1.4075791820087849e-18,1.4043473706607842e-25,1.8631541573229573e-28,753.7472758983066
2500.0,3.1329274296877005e-06,2.4084705991298364e-23,1.2445258191536152e-28,3.6485623155435114e-30,34.110033254789656
2600.0,4.236460396586843e-05,8.052905675331505e-19,2.324075751791566e-26,4.9085127352902144e-27,4.734786028122947
2700.0,0.00013540054316336133,8.402753720428278e-17,5.555615787098323e-24,2.1527359564814513e-24,2.5807232746642668
2800.0,3.2277941095769553e-05,2.713709203238205e-19,8.498281924948924e-27,7.837319411444703e-29,108.43352782762724
2900.0,7.797414203372323e-05,9.241499150996669e-18,3.8011978163182177e-23,1.3926236742987622e-23,2.729522617251399
3000.0,2.6455152146166593e-06,1.2245628017844711e-23,6.005013110681095e-26,1.8984512319598632e-28,316.311159833262
3100.0,1.0841636930083806e-05,3.4539770373949464e-21,4.8472718010798954e-29,1.2178450621361052e-31,398.02040109911525
3200.0,7.501336629991412e-05,7.915796665382025e-18,8.2169803902261915e-25,1.2674552989710005e-25,6.483053403853572
3300.0,2.2065487212825287e-06,5.9264427530873475e-24,7.40826683040961e-28,4.515077596680481e-30,164.07839448553938
3400.0,9.687217656177168e-05,2.2015889644741883e-17,2.619370289662199e-25,8.956198642955084e-30,29246.451469927895
3500.0,9.162311212779407e-06,1.7618144412975295e-21,8.839724746149498e-28,1.9653572679207897e-28,4.497769891731343
3600.0,7.125733939980658e-05,6.4455268124973486e-18,3.7450675944108895e-25,2.2085392777568772e-26,16.957215260462114
3700.0,5.78603616599705e-06,2.801977117651305e-22,3.619255031733764e-28,5.027177750971257e-32,7199.377485776229
3800.0,9.777643833973351e-05,2.2849508468693483e-17,4.732531931782102e-24,2.08686262829024e-24,2.2677735791643605
3900.0,9.315968355948314e-06,1.8830074026880013e-21,4.739190379420919e-27,7.049873508765031e-33,672237.6470341965
4000.0,0.000151438428356026,1.3148747452409474e-16,4.854408550264351e-23,8.493108732647173e-23,0.5715702816336493
4100.0,3.311797250550828e-05,3.00742616416983e-19,8.825373538632567e-26,1.2549716910890534e-26,7.0323287778499495
4200.0,9.926742587661399e-06,2.4275436606632167e-21,7.128974476270436e-29,1.4581432956651012e-30,48.89076744010063
4300.0,1.6038381770192937e-05,1.654177832948154e-20,1.7106481661915032e-24,1.1515399655109615e-28,14855.308694670046
4400.0,2.13377953988027e-05,5.1824866816909254e-20,1.5797245706156778e-27,6.95301860055718e-30,227.1998194408809
4500.0,7.333766893479702e-05,7.231833441183796e-18,2.15605406618851e-23,1.126202285722243e-23,1.9144465372895372
4600.0,3.47097635701598e-06,3.628662949678978e-23,3.679782825606226e-26,2.1705002137560647e-28,169.53616508695652
4700.0,0.00021618320828109498,5.460442517222716e-16,4.398619177699818e-23,4.459795358993063e-25,98.62827380252133
4800.0,5.48635300386361e-05,2.265035427103991e-18,2.0397151431869856e-25,1.9302867767232187e-27,105.66902119329275
4900.0,5.353227018812119e-06,2.0530647844020946e-22,1.7106806546948577e-28,1.8002217450917196e-33,95026.10772028532
5000.0,5.580362837627984e-05,2.424318972019419e-18,3.737689029860024e-24,7.815977289061644e-25,4.782113472989321
5100.0,2.0966346021540558e-05,4.830932891382932e-20,3.6974504659295215e-27,2.160649206376418e-28,17.112682868731117
5200.0,9.855932614629139e-05,2.3590161322763442e-17,2.6553355988991193e-23,3.5571170917726424e-22,0.07464852942403051
5300.0,5.327742736021835e-05,2.014248232257443e-18,2.1522979351120213e-25,3.3116517571383725e-26,6.499167463706513
5400.0,1.4193777868506125e-05,1.0146868351853715e-20,1.8096118739729124e-28,1.4180836647830202e-31,1276.096692256729
5500.0,6.41665453671741e-05,4.238133582910371e-18,4.043916447744003e-24,1.124626184578253e-24,3.5957872075159942
5600.0,2.5610158360135816e-05,1.0754471287118218e-19,3.995196233908089e-27,4.228850776041094e-29,94.47475083640231
5700.0,9.35943281067879e-05,1.918395435406155e-17,3.0399527913625105e-24,3.5990337145997113e-60,8.446580478062061e+35
5800.0,7.313895132726164e-06,7.153769208687064e-22,1.1457891263134277e-26,3.9239345861859217e-28,29.20000578875956
5900.0,6.270184852780361e-05,3.864215933274638e-18,7.974423518589625e-25,3.750464139935227e-33,212624977.09756395
6000.0,4.018273737412489e-06,6.517755793833147e-23,1.5100472732549212e-27,9.275410835901957e-29,16.28011200765407
6100.0,0.00010958540633786016,3.6053787769548345e-17,4.427797606955062e-24,1.240264689627342e-24,3.5700424626983995
6200.0,2.2410273782642035e-05,6.305632526510206e-20,4.5935475825220795e-27,5.742603204183769e-31,7999.0684001559675
6300.0,9.525946883692666e-05,2.0586031404397565e-17,2.8513133703996587e-25,1.0510004168848687e-25,2.7129517025795855
6400.0,9.710884953860272e-06,2.223183162996054e-21,8.915566138573712e-28,2.5518682674851573e-34,3493740.7436630423
6500.0,0.00012164432695613514,5.4740334642390275e-17,6.92730266994459e-24,2.6163620291230896e-24,2.6476850653066433
6600.0,5.751082267770781e-06,2.7348803390860965e-22,7.73511993627274e-27,9.413063230769667e-31,8217.43118753094
6700.0,0.00019162455586175305,3.3708905671339005e-16,4.5754324619371615e-23,1.1208162838611918e-22,0.4082232322834282
6800.0,1.382627134698509e-05,9.136088799623102e-21,1.0475139828530907e-25,2.703314334595184e-27,38.74924826342675
6900.0,2.7316669104390045e-06,1.3920376332874725e-23,8.617364923094062e-29,2.0227655730347684e-30,42.60189632437422
7000.0,8.480085575664065e-05,1.2928285918863037e-17,1.3223585927735102e-24,7.290597954634197e-26,18.13786195593142
7100.0,1.4452503880023294e-05,1.0907177662497434e-20,1.226285304967294e-27,8.723247727755947e-34,1405766.9153031788
7200.0,0.00014406079641686187,1.0767707612710806e-16,1.5073468577123415e-23,7.465577390793072e-24,2.019062664290746
7300.0,1.6623868200673568e-05,1.9092744316747266e-20,1.8286200669949355e-26,2.0297634567799113e-38,900903039162.959
7400.0,4.504497494221235e-06,1.0292607397931365e-22,1.4092635233951154e-29,1.3567156463938904e-31,103.87316805410889
7500.0,4.033378280923376e-05,6.616309766896153e-19,8.713626395629428e-24,7.896575202061401e-30,1103469.0574914978
7600.0,2.019381080941815e-05,4.1573170006865267e-20,9.800819843472645e-27,1.6306844886117837e-32,601024.9016237452
7700.0,9.568964396910683e-07,2.096040951882038e-25,7.477106317359024e-30,2.795374097491671e-32,267.481419537669
7800.0,9.121738315641327e-05,1.730814181132742e-17,1.879199445074923e-24,5.0777019444418257e-26,37.00885687337241
7900.0,1.212745434412868e-05,5.407774853704155e-21,1.8716820858246415e-27,7.400120146039561e-39,252925905105.24875
8000.0,7.324995024204144e-05,7.197295679127764e-18,1.0541613962612371e-23,3.851643028362219e-24,2.7369135418281054
8100.0,2.928997224033859e-06,1.8399916365511436e-23,1.2410476140394463e-26,7.976156258138121e-30,1555.94696727913
8200.0,1.4935679117528575e-05,1.2440559331209546e-20,1.1453172239103128e-24,9.56009685758754e-26,11.980184311640226
8300.0,2.1916252032236777e-05,5.767733069133373e-20,5.0008024921554345e-27,1.4353155387571477e-27,3.4841136719565324
8400.0,8.536026891212245e-05,1.327281701362744e-17,1.1091428546001626e-24,1.7738528994919923e-26,62.527329910941674
8500.0,2.075261125682068e-05,4.6369350422968045e-20,1.175773135386154e-27,1.778510055646133e-29,66.11000773672856
8600.0,1.3734105612753678e-05,8.894909617998441e-21,2.911280701892545e-23,9.347255535936284e-25,31.145834097504764
8700.0,3.6378437181487554e-05,4.378407307641733e-19,5.25412458496362e-26,6.975182784523808e-27,7.532597707147134
8800.0,6.518543571224894e-07,4.513799871073743e-26,4.281303206618671e-29,1.0253998401512396e-30,41.75252461505365
8900.0,1.4764028999836444e-05,1.1878444339021819e-20,8.32030810067613e-25,5.925103748514029e-29,14042.468206169047
9000.0,1.90409341072688e-05,3.286192568367028e-20,7.5209239061944635e-28,2.6813423366742193e-30,280.4909989793761
9100.0,2.6488973955851195e-06,1.2308370310528148e-23,5.698282230038925e-31,2.44803252452397e-33,232.76987429515378
9200.0,6.627374353156932e-05,4.822875154316132e-18,3.801734002276906e-25,9.073480917905594e-27,41.89939932286152
9300.0,4.89612271310937e-07,1.4366440721527755e-26,3.3890069294074594e-28,9.054974865412428e-31,374.2701641671647
9400.0,9.22180533924986e-05,1.8080224174797e-17,3.9012228700452e-24,1.4631782880461325e-26,266.6266238309708
9500.0,2.56110085691103e-05,1.0755899470920673e-19,4.144933415069935e-27,7.873918288311478e-30,526.4130593306925
9600.0,0.00015512746141714366,1.4477539243590789e-16,2.0705405600595702e-23,1.352912399205393e-23,1.530432096916003
9700.0,1.3712422266268054e-06,8.838869527328605e-25,2.722754649902296e-26,2.5113179258927602e-29,1084.1935311453533
9800.0,8.670531688592018e-06,1.4129374227704204e-21,2.1092520837330513e-29,2.3895398350502462e-33,8827.022060039015
9900.0,7.203126829409164e-05,6.7301424330780145e-18,3.5115818109757505e-25,5.1666051765974665e-26,6.796690846209285
10000.0,1.344095620581773e-06,8.159446005754924e-25,3.6556888239980184e-28,9.831532277614076e-31,371.83306943128747
10100.0,6.755449290144916e-06,5.206632942614759e-22,8.659092779656565e-25,6.999957088603979e-28,1237.0208374210868
10200.0,8.983227500650812e-06,1.6280569855119958e-21,8.120983083156428e-28,5.39483146885339e-29,15.053265574730641
10300.0,0.00017684435831439842,2.44514628557881e-16,4.039265284745777e-23,5.408374692538896e-23,0.746853817343338
10400.0,3.890654592242158e-05,5.7283654161535e-19,6.597340421257899e-26,7.692384308724584e-27,8.576457124971379
10500.0,2.865087976328406e-06,1.6845808408966085e-23,5.327600911618009e-29,1.0155150749405822e-32,5246.205637990875
10600.0,1.8280129533557614e-05,2.7916250325848116e-20,8.047161272321782e-24,1.3212323090551416e-25,60.906482661452486
10700.0,8.02773113572903e-06,1.0382723377719084e-21,8.717681280327834e-27,1.2573278252904843e-31,69334.99048518839
10800.0,1.463176154652425e-06,1.1458465672786698e-24,6.824065113193696e-30,2.042312055575928e-31,33.413430110068674
10900.0,5.1265354453358596e-05,1.7267754540008931e-18,3.150450550184655e-25,1.8858770437941766e-28,1670.5492866312725
11000.0,2.7221078581402306e-06,1.3726547768095198e-23,2.7447004202310423e-28,3.872312468966075e-30,70.8801379596283
11100.0,3.583448585221438e-05,4.122348646255502e-19,2.431485285510921e-24,1.954051815722401e-25,12.443299947048823
11200.0,1.3691723285031543e-05,8.785620947645792e-21,2.341194484244773e-27,9.295403878334452e-38,25186581614.829926
11300.0,5.2765385535791606e-05,1.9379227963917916e-18,1.3366406529387333e-23,5.217519166849743e-31,25618318.020396966
11400.0,9.730890152740455e-06,2.241559590745227e-21,1.683728597488355e-26,2.1000273260741823e-31,80176.50897123985
11500.0,3.5038299950944534e-07,3.768010577671136e-27,1.3406216958098758e-29,8.554252562482689e-31,15.671991047933112
11600.0,6.598137031176192e-05,4.7383303064481615e-18,4.9749085261158075e-25,4.725210890842323e-27,105.28437018033227
11700.0,1.2718690372936448e-05,6.541985665300219e-21,4.408901932578553e-28,1.0741034108353189e-33,410472.7615704895
11800.0,0.00013436978788074016,8.149792191753901e-17,5.6816716652297045e-24,4.079227197008177e-24,1.3928304041012491
11900.0,2.0127492261748595e-05,4.102973217201286e-20,9.44449451930801e-27,1.4526331107785224e-27,6.501637921667873
12000.0,2.7927599593263615e-05,1.520808200309383e-19,1.8757222023863272e-24,9.748989999017202e-29,19240.16952089826
12100.0,1.8310499972633924e-05,2.8102232374119836e-20,2.2521284808347087e-27,1.5643824765594517e-33,1439627.7857751371
12200.0,9.271446780192063e-05,1.8472685976220453e-17,2.2844451203326795e-24,6.252762907985054e-27,365.3497108318856
12300.0,2.1874741248831196e-05,5.724159240490121e-20,2.988131013902868e-27,2.5772529764606827e-31,11594.247988827392
12400.0,5.0359064346409315e-05,1.6078688391330817e-18,7.478411137620237e-26,2.4611070513891443e-26,3.0386370773262916
12500.0,1.2774053799363602e-06,6.656638496918413e-25,7.841085038899255e-29,1.2888399280416529e-29,6.083831566898699
12600.0,6.576167431584343e-05,4.675536552019307e-18,4.330222545065324e-25,6.949317786367472e-27,62.31147686985841
12700.0,1.3023450604340703e-05,7.191910552931809e-21,3.7846331778462924e-28,7.353419095778637e-33,51467.66597349156
12800.0,0.00015332294964458566,1.3815565663955197e-16,1.7372533104649837e-23,8.723007158091391e-25,19.91576160583018
12900.0,3.139678928059827e-05,2.4292989452063603e-19,2.589732252514903e-26,5.6098119520001675e-30,4616.433268483338
13000.0,0.00027392410524892084,1.4075408749713859e-15,2.129543355865223e-23,1.6765945291321123e-24,12.701600290724908
13100.0,4.236769585084366e-05,8.055256825265605e-19,2.6268049298295076e-25,4.9455566075494203e-26,5.311444470819877
13200.0,5.969374181713227e-06,3.1743529991904295e-22,2.195146270173494e-28,2.3375683955241398e-33,93907.25312579736
13300.0,6.28764312681197e-05,3.907433045859167e-18,2.725842173360577e-25,1.864735088908621e-27,146.17852099066462
13400.0,6.395626959793469e-06,4.1828520815962407e-22,2.6450619263301113e-28,2.217179928555589e-29,11.929847876862532
13500.0,0.00010686012010510722,3.2598877094476297e-17,8.671091685191098e-24,3.217833419743498e-26,269.4698747296339
13600.0,2.9751933222013413e-05,1.9588481510212677e-19,1.005252602177806e-26,4.0580583753722955e-28,24.77176297607059
13700.0,0.00022127526980631924,5.99337600165792e-16,3.763075820655164e-23,2.7843537456428546e-23,1.3515078055523226
13800.0,1.2164322738068903e-05,5.4738355419412255e-21,1.0488870104602638e-25,2.176698895157513e-27,48.18705117155687
13900.0,4.408449035714039e-06,9.442419836875347e-23,8.622767395574662e-29,4.2064779881188095e-30,20.49878168845684
14000.0,1.220284681479176e-05,5.543507592605654e-21,1.1913144184102844e-24,1.2307598334399817e-26,96.79503555787589
14100.0,1.6673032638000248e-05,1.9319612436260524e-20,1.0690315070721284e-27,3.506273695204371e-29,30.48910609956869
14200.0,4.752543031848679e-05,1.2753936199993872e-18,1.9286926819340202e-24,2.753597873020072e-23,0.0700426413323265
14300.0,5.8316286112655325e-05,2.891341839873639e-18,2.0335898551729926e-25,1.1325704649475548e-26,17.955526107306362
14400.0,5.919453184158147e-06,3.069491035115583e-22,1.750077244942385e-28,9.048673635294414e-30,19.340704676497523
14500.0,4.640663614723534e-05,1.1594722661162967e-18,1.2742561157649897e-23,4.0340574748486096e-29,315874.55650041526
14600.0,3.3766722684817874e-05,3.2500919887172663e-19,1.720850660143891e-26,4.7425654083867555e-29,362.8522776092318
14700.0,0.0002101469802282154,4.875651136112722e-16,4.1081537770469345e-23,2.9751205428953824e-22,0.13808360763254607
14800.0,1.1168593013679471e-05,3.889859099588286e-21,1.9746189638641763e-25,1.2608922763384084e-29,15660.489011784637
14900.0,9.740318030346519e-07,2.2502592601884783e-25,1.6545414867540727e-28,6.844428544837316e-31,241.73551903059558
15000.0,3.625927964974039e-05,4.3213226718062337e-19,4.3400380150645716e-24,3.9935181732095527e-25,10.867705684124942
15100.0,1.024836867613785e-05,2.757775888535768e-21,4.739023863638874e-27,8.238869611608227e-33,575203.1634244806
15200.0,0.0001436949031578329,1.0658730091077442e-16,2.2773583194510227e-23,2.5619115420256785e-23,0.8889293334657206
15300.0,2.5152156353275842e-05,1.0005548580394348e-19,3.210398329044422e-26,5.322178193716373e-32,603211.3567401364
15400.0,4.80202818092612e-06,1.329348427882094e-22,2.583784033543103e-29,7.427449301055626e-34,34786.96291034774
15500.0,4.794778947907496e-05,1.3213393480836675e-18,6.390958012581578e-25,1.4463972958753018e-25,4.418535647713601
15600.0,1.2284389108172208e-05,5.6931714888248606e-21,5.604652738378201e-28,8.464082319146744e-35,6621689.779292223
15700.0,3.572330737616417e-05,4.071426981332763e-19,6.502367806343182e-24,3.813367123241333e-25,17.051512734541593
15800.0,1.8795689114276986e-05,3.120132382918839e-20,6.80588096197466e-27,3.251480419159773e-33,2093163.7545378155
15900.0,0.0001435853650621222,1.0626266791800101e-16,5.015912772001461e-23,8.117572310984478e-23,0.617907987738411
16000.0,3.56813265291767e-05,4.0523222669140783e-19,9.118433245421468e-26,1.3521803024489614e-26,6.743503975695318
16100.0,8.861940529456985e-06,1.5418968942737046e-21,7.399232256036228e-29,2.16067266060075e-30,34.24504040319998
16200.0,6.751921291575163e-05,5.195764911117558e-18,6.711781050382476e-24,1.8438672734413156e-24,3.640056498131719
16300.0,5.097099271064097e-06,1.6874556856258296e-22,6.952248719983198e-27,9.704464265820335e-31,7163.969622176266
16400.0,3.288058793063778e-05,2.9221217479652785e-19,2.777389707301206e-23,3.4534869211443716e-26,804.2276605410947
16500.0,1.0022051490149133e-05,2.522124537670305e-21,5.658257883903584e-26,1.0872209824294032e-27,52.0433101949538
16600.0,1.00689250460355e-05,2.5696409253692972e-21,4.6040555474513176e-29,2.386473229398634e-31,192.9229915816609
16700.0,5.8975502934307146e-05,3.024312199732475e-18,2.494456851749854e-24,2.4248934650728665e-29,102868.71929340193
16800.0,1.7501798649141724e-05,2.3456906746487618e-20,2.489396395645192e-27,1.8370260167099765e-28,13.551231027765075
16900.0,0.00010504133381632063,3.04355335705941e-17,1.790378718276779e-23,3.829940864398412e-27,4674.690241093325
17000.0,1.8226421176767627e-06,2.7589613443911486e-24,2.4501268363777238e-26,7.489136580311961e-29,327.15745134343155
17100.0,1.3415396540307175e-08,8.097557974117811e-33,1.9497396008970452e-29,2.96856712825722e-32,656.7948497232381
17200.0,5.694690608139766e-05,2.6291813576250746e-18,1.3346203508150608e-24,3.385553569121321e-25,3.9421037758426167
17300.0,1.999416693363425e-05,3.995335587990286e-20,1.2031021833779012e-27,1.8225698098214005e-30,660.113086969106
17400.0,0.000119138597550616,5.0367447510654654e-17,1.498877690214573e-23,3.4056783540561776e-26,440.1113476935963
17500.0,2.772778106276299e-05,1.4777483174288685e-19,2.0612618212875627e-26,1.0765830083569474e-30,19146.334330813992
17600.0,0.0001606868676256716,1.6667157832523771e-16,1.5712543666875688e-28,1.987511846432221e-27,0.07905635226819527
17700.0,3.189200676644332e-05,2.5862315111273747e-19,3.5844614348961707e-25,3.7877213284246096e-26,9.463371573819083
17800.0,6.251952655071516e-06,3.819466724484783e-22,3.0352160053618516e-28,1.1868784060671699e-29,25.57309990514797
17900.0,0.00011077591164956505,3.764621688618826e-17,1.6286728323628244e-23,5.243756130070701e-27,3105.9278730051565
18000.0,3.414550856570381e-05,3.398398870620481e-19,2.449636172726752e-26,2.554585362152991e-29,958.9173292147152
18100.0,1.1206014746867843e-05,3.94225549582312e-21,2.0030322052503613e-29,8.414365123247712e-33,2380.4911908520157
18200.0,1.0390989218296676e-05,2.914523661387724e-21,6.3007182901208974e-27,7.138960449773588e-28,8.825820418042412
18300.0,1.5713516683624864e-06,1.52417057339794e-24,4.888660481770719e-30,1.5118468214437383e-32,323.35686475844767
18400.0,3.4319416870045683e-07,3.468163863504083e-27,3.457122307379633e-33,1.426184669556504e-36,2424.035527218704
18500.0,2.1002230388911446e-05,4.864090892266276e-20,4.047965548438116e-25,2.661728698852323e-26,15.208032096522487
18600.0,1.2986277362297826e-05,7.110149068167746e-21,3.7896379672108323e-28,6.402744884576914e-35,5918770.832708646
18700.0,1.0207413405367223e-05,2.7139561460753437e-21,1.1726117864194639e-23,1.921421793462847e-26,610.2833799475887
18800.0,2.0142447784696324e-05,4.115181501254245e-20,1.4774421298035419e-26,1.2398161219810414e-33,11916622.986340987
18900.0,0.00021507301409837102,5.349136674658653e-16,3.1018294674431073e-23,5.573455711071357e-23,0.5565361291526004
19000.0,4.024925964189868e-05,6.561023503960938e-19,9.950639203010886e-26,2.9413126671435063e-29,3383.0606702124524
19100.0,4.817247260624185e-06,1.3462811418955731e-22,8.400786233255871e-29,6.1614020701921376e-30,13.634536648561713
19200.0,1.348528185247701e-05,8.267612639307284e-21,1.416863164304339e-24,1.98293493811563e-26,71.45283171271241
19300.0,6.500416834007891e-07,4.4638010905133156e-26,1.3366325059006393e-27,2.6945986210703517e-30,496.04141241996945
19400.0,6.004889233220034e-05,3.250573659254011e-18,1.0002165195919235e-23,9.699487305138608e-34,10312055556.400671
19500.0,1.1011748166628006e-05,3.675911878147435e-21,1.3607881276844212e-26,5.222348058190595e-28,26.057017121832708
19600.0,2.0867174824900652e-05,4.7401777452115965e-20,5.78843598682302e-23,1.0037063779713101e-24,57.670610786817946
19700.0,8.76250579764088e-07,1.4738499870715665e-25,1.8588151803559263e-25,3.570665378409283e-28,520.5794952379495
19800.0,2.2376304048697963e-06,6.2674867864210765e-24,1.54957704254709e-28,8.363127795196496e-32,1852.8678270791413
19900.0,1.819934536146212e-05,2.742603807998401e-20,2.779770738727916e-25,3.0859315191865885e-29,9007.882130387092
20000.0,1.690353617437909e-05,2.0410341821193782e-20,3.1039555708731545e-28,4.1486576229473706e-34,748183.1119792387
20100.0,3.825594048238169e-05,5.354704892907509e-19,8.734061482711895e-25,1.0994714207921034e-25,7.943873135346735
20200.0,7.212148695231182e-06,6.763923657732331e-22,7.808967236440368e-28,1.3632458688562478e-33,572821.6321676462
20300.0,2.058234578986355e-06,4.4866220821183176e-24,5.99333800103352e-31,8.763141892924354e-36,68392.57054450683
20400.0,6.151540313719669e-05,3.579938010608854e-18,2.6203029776772024e-25,2.1129422594093686e-26,12.401204841298675
20500.0,2.7834061633814824e-06,1.500535750340313e-23,2.3151624256242305e-28,4.4770209902539515e-30,51.71211907793416
20600.0,8.83940609915506e-05,1.526273470260457e-17,4.1652316581950825e-24,8.660280059990822e-27,480.9580786466502
20700.0,1.356685985618157e-05,8.469492035484246e-21,4.3449251026000496e-27,1.5975187226604038e-37,27197960443.08197
20800.0,0.00017893927615169616,2.5630832557580636e-16,2.7248346596185115e-23,2.9695401756524032e-24,9.175948121395157
20900.0,6.718240165602533e-06,5.09286435213884e-22,4.7851271680643686e-26,4.53715732700667e-28,105.46531282002718
21000.0,4.5112279635794705e-06,1.0354260884497302e-22,3.8571863031794577e-29,1.5374708615417048e-30,25.087866051078517
21100.0,5.4400592634388525e-05,2.18954831168569e-18,2.8214293472635954e-25,1.0632660629006686e-28,2653.549704733853
21200.0,8.671305051111447e-06,1.4134415944123662e-21,2.8607661153869434e-28,2.2144223576667815e-33,129187.91690674491
21300.0,5.8987581696202806e-05,3.026790596301259e-18,7.292447641149269e-25,5.003257318311438e-28,1457.5399938875053
21400.0,1.0476615052999255e-05,3.0117849277960345e-21,6.532772785964839e-28,4.214252432455045e-29,15.501617168573649
21500.0,0.0001042510429475988,2.952987729866158e-17,6.941330555836752e-24,3.636787802701413e-24,1.9086432677432317
21600.0,9.028162926999907e-06,1.6608773427577e-21,7.269791018885878e-27,1.6799000784605748e-28,43.27513946869841
21700.0,6.72994402054481e-05,5.128446340897422e-18,3.819136050739792e-23,5.671470660831941e-23,0.6733943061921028
21800.0,5.547583570452844e-05,2.3678567327923192e-18,1.6373598350217604e-25,7.700091362344247e-27,21.264161137476112
21900.0,1.1834114290243806e-05,4.903238807439515e-21,1.377005278551681e-28,1.556253457715544e-30,88.48207030318925
22000.0,0.00010920826251316815,3.556002020604546e-17,8.073553026607985e-24,4.7599061503369653e-26,169.61580274090988
22100.0,2.3775523151278057e-05,7.988409804075725e-20,9.364310679065362e-27,8.22947676755755e-28,11.378986712717365
22200.0,0.0001774033069761812,2.476206468203878e-16,6.021702902239996e-23,2.472551741433117e-22,0.2435420380222156
22300.0,3.7862507746513865e-05,5.1378037271100815e-19,1.7972841060866005e-25,2.944787582896761e-26,6.1032724958675235
22400.0,4.120379650556297e-06,7.205911819258118e-23,1.4940559458146545e-28,6.412269437844616e-30,23.299955815906234
22500.0,5.6961774808217665e-05,2.6319283298641736e-18,7.781182181016579e-25,2.3635555376171945e-25,3.292151192208132
22600.0,1.292390151287974e-05,6.97452391664288e-21,7.028100333109202e-28,1.055935388736277e-34,6655805.277556135
22700.0,1.592267721819021e-05,1.6069574361902253e-20,1.0322896876738585e-24,1.3140944410127656e-27,785.552130391997
22800.0,1.1427194549499589e-05,4.262834717666527e-21,1.3270312923692351e-27,1.8092130012019576e-28,7.3348538369314
22900.0,7.332553315553622e-05,7.227047788546893e-18,4.962367161362861e-25,8.946571655223992e-26,5.546668995229346
23000.0,1.9258344663218306e-05,3.438870553887058e-20,5.081534053206814e-28,8.085208687092087e-31,628.4975750000623
